OBJECTID,2010 Census Block Group ID,Registrants,Total Damaged (any type),Registrants w/o Inspection,Damaged w/o Flooding,Basement Flooded up to 2 Feet,Basement Flooded 2 Feet or More,First Floor Flooded up to 1 Foot,First Floor Flooded 1 to 4 Feet,Living Space Flooded 4 Feet or More,Damaged Owners Single Family,Damaged Owners Multifamily,Damaged Owners Missing Building Type,Damaged Single Family,Damaged Multifamily,Damaged Renters Missing Building Type,Uninsured Owners with Damage,Insured Owners with Damage,Total Housing Units,Seasonal Housing Units,Percent Non-Seasonal Damaged,Shape__Area,Shape__Length
1141,360470326001,272,169,103,5,2,27,12,102,21,53,5,0,49,62,0,26,32,310,1,54.7,129224.84375,1560.59889070689
1142,360470326005,440,295,145,4,1,45,9,202,34,167,6,0,51,71,0,39,134,371,0,79.5,163286.609375,1638.29440420684
1143,360470326002,423,135,288,30,0,12,9,52,32,24,0,0,7,104,0,3,21,703,0,19.2,120024.2734375,1467.93007921933
1144,360470326003,412,126,286,46,0,15,1,33,31,19,0,0,10,97,0,6,13,642,0,19.6,78000.0546875,1136.28999176279
1145,360470326004,256,75,181,25,0,4,12,25,9,8,0,0,19,48,0,1,7,425,0,17.6,81987.97265625,1163.7895217971
1146,360470340001,419,145,274,26,1,28,7,58,25,0,0,0,1,144,0,0,0,534,0,27.2,140269.9140625,2070.25670362644
1147,360470370002,80,29,51,1,13,11,2,2,0,19,2,0,6,2,0,19,2,475,3,6.1,96570.13671875,1244.24921990475
1148,360470370003,152,68,84,4,13,24,5,19,3,38,3,0,25,1,1,36,5,461,3,14.8,224014.9765625,1994.69035834318
1149,360470330003,406,105,301,37,0,13,11,27,17,0,0,0,0,105,0,0,0,634,0,16.6,360467.7265625,3048.43007965208
1150,360470348001,377,170,207,9,2,46,7,55,51,39,2,0,98,31,0,10,31,481,3,35.6,958856.33984375,6369.37524432173
1151,360470356011,805,171,634,29,1,24,28,62,27,0,69,0,0,102,0,60,9,1545,2,11.1,110604.85546875,1415.05692117401
1152,360470360013,162,32,130,5,2,20,0,4,1,0,2,0,0,30,0,2,0,681,2,4.7,65428.60546875,1048.14194863371
1153,360470366003,276,177,99,2,2,126,5,15,27,56,11,0,77,33,0,36,31,493,1,36,72774.82421875,1359.91915590989
1154,360470374011,221,141,80,5,33,59,12,23,9,85,4,0,40,12,0,81,8,758,3,18.7,164307.046875,1811.34953935685
1155,360470374021,62,31,31,0,17,8,2,4,0,23,0,0,6,2,0,22,1,615,4,5.1,218970.59375,2067.62042420566
1156,360470374022,91,17,74,2,1,1,3,8,2,1,1,0,9,5,1,2,0,743,2,2.3,138503.4296875,1502.68168769532
1157,360470304003,103,69,34,1,10,14,1,40,3,41,0,0,28,0,0,40,1,513,5,13.6,154993.3359375,1634.6052623526
1158,360470314003,51,10,41,1,0,1,4,3,1,2,3,0,0,5,0,5,0,495,3,2,72020.16015625,1200.00409597079
1159,360470314004,40,24,16,1,16,7,0,0,0,22,0,0,1,1,0,20,2,658,6,3.7,182708.90625,1756.53615098873
1160,360470302002,34,27,7,2,15,4,1,5,0,15,4,0,5,3,0,16,3,610,16,4.5,110594.5,1332.73860741374
1161,360470360012,170,64,106,4,1,23,7,18,11,9,1,0,16,38,0,8,2,516,3,12.5,51088.55859375,934.162411449318
1162,360470360021,322,97,225,20,4,36,8,18,11,0,9,0,0,88,0,8,1,1045,2,9.3,76077.28515625,1180.05140355984
1163,360470360022,398,116,282,13,2,66,2,12,21,0,11,0,0,105,0,11,0,1188,3,9.8,73214.58984375,1122.63273376888
1164,360470362002,269,193,76,2,0,162,2,9,18,65,2,0,116,10,0,46,21,484,1,40,94518.91796875,1229.67731025038
1165,360470362001,358,227,131,7,4,170,1,14,31,50,9,0,146,22,0,53,6,783,0,29,104505.71484375,1304.03367145241
1166,360470362003,275,150,125,4,2,114,3,17,10,50,8,0,70,21,1,32,26,410,3,36.9,96267.3359375,1255.25082231232
1167,360470300002,91,69,22,0,43,16,3,5,2,49,2,1,17,0,0,50,2,800,6,8.7,205410.125,2071.65177062617
1168,360470302003,117,86,31,0,31,38,2,12,3,55,3,0,26,2,0,56,2,507,4,17.1,110774.28125,1333.76057180935
1169,360470336002,379,263,116,6,31,138,11,40,37,118,8,0,98,36,2,82,44,456,13,59.4,252345.2890625,2278.10601693124
1170,360470336004,220,165,55,3,9,114,12,19,8,83,5,0,58,19,0,65,23,288,5,58.3,173926.6640625,2039.75664873312
1171,360470370004,108,66,42,2,21,21,8,8,6,37,7,0,16,6,0,42,2,358,2,18.5,94994.53125,1243.01730797337
1172,360470356021,186,50,136,7,0,4,8,14,17,1,23,0,0,26,0,20,4,587,3,8.6,89980.25390625,1315.89288113034
1173,360470374013,140,19,121,3,0,7,0,6,3,1,8,0,0,10,0,8,1,732,4,2.6,97601.2890625,1313.60455828554
1174,360470610032,225,152,73,2,2,110,6,16,16,53,5,0,82,12,0,40,18,397,0,38.3,73803.3046875,1234.63238185166
1175,360470374012,87,58,29,4,31,16,3,4,0,46,0,0,10,2,0,42,4,542,1,10.7,130759.4140625,1670.76334556803
1176,360470328001,291,196,95,10,0,5,2,159,20,155,0,0,16,25,0,47,108,318,2,62,122268.1875,1399.04005837531
1177,360470328002,232,200,32,0,0,1,96,79,24,170,0,0,30,0,0,53,117,200,1,100,121605.00390625,1395.41931643922
1178,360470328004,311,226,85,7,0,34,20,139,26,87,8,0,53,78,0,22,73,278,1,81.6,79502.625,1143.6018443103
1179,360470328003,228,123,105,11,2,14,1,88,7,56,0,0,5,62,0,15,41,276,0,44.6,79877.27734375,1148.30053214028
1180,360470364001,352,201,151,7,3,84,5,65,37,71,25,0,70,35,0,52,44,604,0,33.3,138922.60546875,1575.97533924298
1181,360470364002,247,167,80,4,3,111,10,29,10,57,9,3,59,38,1,31,38,485,0,34.4,110099.26953125,1384.75482778704
1182,360470366001,233,148,85,1,1,81,18,22,25,59,4,0,65,20,0,27,36,429,0,34.5,175257.16015625,2495.17900799348
1183,360470366002,312,126,186,9,0,57,18,16,26,21,29,0,44,32,0,30,20,719,1,17.5,156412.84375,1807.80861189055
1184,360470370001,100,68,32,2,28,18,5,13,2,52,0,0,16,0,0,47,5,543,4,12.6,169075.98046875,1722.17718184359
1185,360850074002,485,392,93,9,6,61,39,153,124,302,0,0,90,0,0,70,232,1158,5,34,641162.99609375,3632.13318903148
1186,360470342001,595,187,408,57,0,19,10,59,42,10,0,0,21,156,0,3,7,863,0,21.7,131736.96484375,1453.26747309986
1187,360470342002,203,54,149,11,0,9,4,16,14,0,0,0,0,54,0,0,0,361,0,15,88940.67578125,1223.59469268577
1188,360470342003,789,322,467,58,15,52,8,132,57,26,0,0,3,293,0,1,25,986,0,32.7,116247.890625,1373.55695709234
1189,360470342004,264,74,190,21,0,13,2,23,15,0,1,0,2,71,0,1,0,682,0,10.9,57284.7578125,974.706971099407
1190,360470350001,527,91,436,23,0,24,2,25,17,0,20,0,0,71,0,12,8,947,0,9.6,100264.21484375,1473.71186772221
1191,360850070003,321,231,90,9,15,61,11,43,92,136,0,0,92,3,0,49,87,713,4,32.6,537379.58203125,3368.30005220146
1192,360850006002,53,13,40,7,5,0,1,0,0,10,0,0,3,0,0,4,6,1048,9,1.3,593248.8515625,3569.87223319722
1193,360850008003,42,12,30,8,3,0,0,1,0,11,0,0,1,0,0,4,7,740,5,1.6,444486.19140625,2711.27495557633
1194,360850008001,72,15,57,9,3,2,1,0,0,11,0,0,4,0,0,3,8,590,1,2.5,577168.74609375,3212.0819324024
1195,360850074001,167,104,63,6,11,16,3,61,7,70,0,0,26,8,0,33,37,627,5,16.7,302561.90234375,2552.80699153881
1196,340170035001,70,22,48,0,7,13,1,0,1,5,9,0,0,8,0,12,2,769,2,2.9,100533.38671875,1389.53944758307
1197,340170041021,154,17,137,8,4,2,3,0,0,7,0,0,6,4,0,5,2,787,2,2.2,214936.79296875,2126.09636606293
1198,340170043001,125,15,110,9,4,0,1,1,0,9,0,0,5,1,0,4,5,575,0,2.6,219661.77734375,1979.7324934881
1199,340170047001,171,64,107,9,6,14,5,28,2,38,3,0,19,4,0,18,23,464,2,13.9,541891.26953125,3146.28431958472
1200,340170064002,370,231,139,1,24,118,13,38,37,82,55,0,57,37,0,63,74,900,6,25.8,237861.84765625,3125.15800031749
1201,340170067001,198,64,134,4,0,1,35,24,0,0,0,0,51,13,0,0,0,524,0,12.2,735601.22265625,4315.13654458798
1202,340170075002,53,27,26,1,0,14,0,8,4,3,5,0,4,15,0,3,5,525,21,5.4,142768.82421875,1954.3931244797
1203,340170075003,152,85,67,0,2,48,7,6,22,18,23,0,23,20,0,22,19,1027,12,8.4,228200.046875,2073.67479534679
1204,340170046002,122,15,107,9,5,1,0,0,0,10,0,0,5,0,0,4,6,548,0,2.7,706024.578125,3853.61382575291
1205,340170046001,77,15,62,3,2,6,1,3,0,8,0,0,5,2,0,7,1,340,0,4.4,97259.96875,1373.9111864875
1206,340170064001,93,46,47,4,12,23,3,4,0,14,16,0,4,12,0,26,4,792,4,5.8,144009.640625,1537.05654639338
1207,340170067002,273,45,228,10,1,0,13,20,1,22,0,0,18,5,0,2,20,577,0,7.8,496085.26953125,3184.59992240621
1208,340170073001,87,14,73,1,0,6,2,3,2,9,0,0,4,1,0,5,4,675,3,2.1,1358067.51953125,6126.31643978385
1209,340170076001,50,14,36,0,0,2,0,9,3,1,3,0,8,2,0,3,1,3019,36,0.5,1952125.765625,6150.08041970346
1210,340170035002,70,27,43,0,4,11,8,4,0,5,0,0,15,7,0,5,0,298,1,9.1,55028.09375,1141.42810456912
1211,340170065001,246,153,93,3,3,43,25,66,13,28,16,0,94,10,5,31,13,323,1,47.5,323336.84375,3212.23254382579
1212,360470085001,754,208,546,77,10,69,18,15,19,0,0,0,0,208,0,0,0,1031,1,20.2,198865.11328125,1775.85228471149
1213,360470053002,255,139,116,2,3,50,13,40,31,47,7,0,42,42,0,26,28,397,0,35,170280.89453125,1646.55121377058
1214,360470053003,145,87,58,2,4,33,6,31,11,34,5,0,24,23,0,23,16,270,2,32.5,148117.98828125,1657.60297458994
1215,360470053004,173,90,83,2,1,41,6,22,18,53,3,1,25,8,0,24,33,173,2,52.6,288708.2109375,2410.58021957509
1216,360470119002,25,11,14,0,2,7,0,2,0,4,0,0,4,3,0,3,1,256,0,4.3,249467.3125,2416.91320205969
1217,360470059001,230,115,115,3,3,48,13,30,18,27,6,0,64,17,0,13,20,344,0,33.4,189024.14453125,2016.16230118096
1218,360470059002,162,44,118,4,3,20,1,8,8,11,0,0,16,17,0,9,2,343,0,12.8,432608.0859375,3582.90728589566
1219,360470071002,32,12,20,2,1,4,0,5,0,5,0,0,3,4,0,5,0,318,2,3.8,129545.7265625,1585.88130576314
1220,360470021001,38,13,25,1,0,8,1,0,3,0,11,0,0,2,0,7,4,593,9,2.2,233417.77734375,2306.88120307974
1221,360470085002,155,35,120,15,0,10,6,1,3,0,0,0,0,35,0,0,0,807,0,4.3,102799.3125,1812.61939517554
1222,360470085003,468,106,362,40,7,35,8,3,13,0,0,0,0,106,0,0,0,1012,0,10.5,121209.125,1610.69109480739
1223,360470053001,208,35,173,5,1,18,2,6,3,4,0,0,8,22,1,2,2,148,1,23.8,2131294.703125,19753.3704914697
1224,360610009001,273,38,235,5,2,17,3,7,4,1,6,0,2,29,0,5,2,1098,45,3.6,418750.31640625,3353.68212169645
1225,360610002012,104,12,92,11,0,1,0,0,0,0,0,0,0,12,0,0,0,741,0,1.6,113638.23046875,1493.05217333978
1226,360610007001,755,97,658,3,11,48,14,14,7,0,8,0,0,89,0,8,0,5447,194,1.8,372550.6484375,3285.26266764675
1227,360610020001,221,31,190,12,2,10,0,5,2,0,0,0,0,31,0,0,0,921,1,3.4,127851.9140625,1779.55179423727
1228,360610026011,103,14,89,7,2,3,1,1,0,1,0,0,0,13,0,1,0,796,7,1.8,93009.75,1219.84236544005
1229,360610015022,1145,486,659,5,69,154,47,204,7,0,2,0,3,481,0,1,1,2295,31,21.5,157054.2890625,2252.83692677117
1230,360610022013,125,12,113,8,2,1,1,0,0,0,0,0,0,12,0,0,0,473,0,2.5,67841.12890625,1491.1944336866
1231,360610022014,171,12,159,9,2,1,0,0,0,0,3,0,0,9,0,3,0,1112,2,1.1,98398.84375,1524.69815960308
1232,360610025002,154,38,116,16,0,5,2,11,4,0,0,0,4,34,0,0,0,161,0,23.6,43552.31640625,834.856457759982
1233,360610025003,132,19,113,8,0,2,4,0,5,0,0,0,0,19,0,0,0,501,0,3.8,71401.76171875,1413.29008369403
1234,360610013001,509,107,402,3,5,54,1,31,13,0,2,0,0,105,0,0,2,1304,40,8.5,332387.375,2837.85173109709
1235,360610010021,195,16,179,11,2,1,0,0,2,0,0,0,0,16,0,0,0,659,0,2.4,68096.9140625,1096.20218369415
1236,360610013002,960,297,663,6,25,231,1,24,10,0,99,0,0,198,0,74,25,1764,137,18.3,210886.05078125,2246.75401303255
1237,360610025001,386,41,345,20,0,8,5,5,3,0,0,0,0,41,0,0,0,1227,1,3.3,118927.16015625,1892.43618130077
1238,360610015012,132,10,122,6,0,4,0,0,0,0,4,0,0,6,0,2,2,1318,13,0.8,96939.9140625,1344.31813022827
1239,360610015013,596,130,466,4,7,30,2,24,63,4,13,0,2,111,0,11,6,638,10,20.7,176928.98828125,2412.7025004093
1240,360610020002,249,42,207,16,2,14,2,7,1,0,0,0,0,42,0,0,0,627,1,6.7,40430.4609375,954.910701237726
1241,360610008005,729,87,642,10,1,73,0,2,1,0,0,0,0,87,0,0,0,793,0,11,57218.7265625,1129.25549121273
1242,360610010022,164,21,143,15,1,3,0,1,1,0,0,0,0,21,0,0,0,725,0,2.9,51903.734375,930.477375482662
1243,360610010023,448,69,379,37,2,9,5,9,7,0,0,0,0,64,5,0,0,1004,0,6.9,231805.32421875,1965.79618619752
1244,360470986002,248,198,50,3,35,80,29,41,10,123,0,0,74,1,0,112,11,447,1,44.4,134673.1328125,1486.31150422388
1245,360470988002,50,38,12,3,20,2,6,7,0,26,0,0,12,0,0,21,5,566,0,6.7,139784.984375,1518.82282284664
1246,360470992001,51,14,37,7,7,0,0,0,0,12,0,0,2,0,0,6,6,643,1,2.2,233650.38671875,2114.95373854448
1247,360810062023,28,24,4,1,20,0,2,1,0,20,0,0,4,0,0,17,3,358,12,6.9,151338.68359375,1764.0116489406
1248,360810062024,97,47,50,3,27,6,1,8,2,30,5,0,3,9,0,29,6,385,1,12.2,147829.85546875,1751.52263166743
1249,360810062025,149,89,60,3,21,57,2,4,2,56,0,0,32,1,0,54,2,387,5,23.3,164971.25,1806.95156011804
1250,360810062026,273,173,100,7,3,86,10,39,28,48,7,0,73,44,1,37,18,523,2,33.2,257995.515625,2541.30597522312
1251,360810062027,300,159,141,7,27,41,5,64,15,38,3,0,104,12,1,36,5,654,3,24.4,627702.39453125,4348.31448944464
1252,360471012002,84,64,20,2,26,18,1,15,2,49,0,0,15,0,0,48,1,287,1,22.4,139700.21484375,1518.36783225013
1253,360471012001,166,130,36,5,42,32,19,31,1,83,0,0,47,0,0,76,7,469,0,27.7,139801.3984375,1518.8089093952
1254,360471014001,371,301,70,4,13,82,69,117,16,179,0,1,121,0,0,165,15,547,1,55.1,134900.5234375,1487.43945899916
1255,360471014002,225,200,25,2,18,128,3,41,8,168,0,0,31,0,1,156,12,280,0,71.4,134619.70703125,1486.15369607815
1256,360471016001,386,316,70,2,8,214,6,58,28,226,1,0,88,1,0,213,14,496,1,63.8,195578.5390625,1878.88351838489
1257,360471018001,588,377,211,6,9,90,34,150,88,196,56,3,71,51,0,233,22,803,0,46.9,498932.6640625,4756.22253703173
1258,360471020001,592,503,89,2,24,396,3,48,30,358,0,0,145,0,0,335,23,624,0,80.6,272517.74609375,2127.78938344366
1259,360471116002,19,13,6,2,9,2,0,0,0,12,0,0,1,0,0,9,3,433,1,3,597996.34765625,3349.52954265935
1260,360470958002,23,11,12,9,2,0,0,0,0,11,0,0,0,0,0,2,9,720,1,1.5,251470.359375,2034.46443179429
1261,360470984001,303,250,53,3,7,194,11,28,7,165,0,0,84,1,0,153,12,687,1,36.4,196477.18359375,1884.03111187882
1262,360471220002,33,15,18,4,4,4,0,3,0,10,0,0,5,0,0,7,3,1094,4,1.4,868232.0234375,4329.87381616237
1263,360471208002,26,12,14,4,5,2,1,0,0,11,0,0,1,0,0,9,2,669,2,1.8,236356.5390625,2015.37941291339
1264,360470586002,31,13,18,1,9,2,1,0,0,6,5,0,1,1,0,9,2,496,1,2.6,149198.58203125,1632.86722634048
1265,360470698001,21,10,11,4,6,0,0,0,0,10,0,0,0,0,0,7,3,210,0,4.8,133297.20703125,1873.36390474475
1266,360470572001,31,10,21,6,1,1,2,0,0,0,0,0,0,10,0,0,0,1148,1,0.9,211128.15625,1966.95830644983
1267,360470632002,33,20,13,0,17,0,1,2,0,18,0,0,2,0,0,18,0,289,0,6.9,99626.78515625,1686.49727878565
1268,360470632001,27,14,13,1,13,0,0,0,0,13,1,0,0,0,0,13,1,452,6,3.1,102935.8359375,1683.7704797613
1269,360470590001,267,171,96,4,35,110,8,9,5,109,18,0,39,5,0,119,8,744,8,23.2,274840.17578125,2320.23372913015
1270,360470592002,42,21,21,2,17,1,1,0,0,18,1,0,2,0,0,15,4,696,3,3,185463.48828125,1954.61267167429
1271,360470592003,204,103,101,1,37,34,7,21,3,61,7,0,21,14,0,65,3,580,3,17.9,109789.19140625,1327.29047809367
1272,360470594013,71,49,22,1,27,17,0,2,2,43,0,0,4,2,0,40,3,566,3,8.7,167398.05859375,1897.17786864176
1273,360470594014,66,40,26,2,14,18,0,5,1,27,0,0,10,2,0,27,0,602,6,6.7,130905.24609375,1673.0460373671
1274,360470682001,41,10,31,5,4,0,0,0,1,9,0,0,1,0,0,4,5,437,3,2.3,184113.703125,2181.17103734478
1275,360470686001,92,74,18,1,25,47,1,0,0,65,0,0,9,0,0,62,3,279,4,26.9,123354.69140625,1658.04731847211
1276,360470686002,48,41,7,1,12,24,2,2,0,27,0,0,14,0,0,23,4,442,3,9.3,133746.375,1480.58147052757
1277,360470688001,27,19,8,8,4,2,3,2,0,16,0,0,3,0,0,8,8,313,0,6.1,147741.6328125,1546.90276166453
1278,360470688002,40,22,18,0,14,8,0,0,0,22,0,0,0,0,0,21,1,288,0,7.6,124943.80859375,1540.27189474062
1279,360470994001,153,125,28,8,73,36,1,3,4,100,1,0,24,0,0,88,13,653,0,19.1,302592.05859375,2316.17483874631
1280,360470996001,98,81,17,1,37,21,6,15,1,55,1,0,25,0,0,50,6,508,0,15.9,169251.65234375,1702.20950398729
1281,360470610021,130,69,61,2,14,33,5,6,9,35,6,0,14,14,0,33,8,406,4,17.2,198328.10546875,2485.27276991609
1282,360470616001,523,431,92,1,46,218,12,125,29,328,0,0,100,3,0,221,107,628,4,69.1,1257752.66015625,6407.42081209457
1283,360470996002,405,349,56,4,66,259,2,11,7,251,2,0,94,2,0,237,16,672,2,52.1,161434.59765625,1643.15183380583
1284,360470998002,490,370,120,4,12,186,4,51,113,203,31,0,121,15,0,224,10,694,0,53.3,332405.1875,2515.01216034246
1285,360810928002,417,375,42,14,1,233,74,35,18,296,0,0,72,7,0,105,191,402,6,94.7,356776.01171875,2396.70721114159
1286,360470600001,114,57,57,4,12,38,1,1,1,45,4,0,3,5,0,44,5,480,4,12,118399.19921875,1515.49699016057
1287,360470606001,304,85,219,2,1,36,2,26,18,15,24,0,13,33,0,36,3,825,2,10.3,184153.5,2286.779730275
1288,360470608001,346,154,192,3,2,98,11,21,19,40,52,0,20,41,0,78,14,566,3,27.4,413452.52734375,5383.22550172224
1289,360470600005,254,93,161,2,1,44,5,24,17,28,9,0,16,40,0,24,13,594,4,15.8,121060.6015625,1408.25413356238
1290,360470612001,369,289,80,2,1,172,50,35,29,206,15,0,55,13,0,88,133,496,11,59.6,345033.6953125,2871.8860452806
1291,360470628001,510,445,65,2,7,332,15,61,28,368,0,0,76,0,0,276,92,532,2,84,362926.57421875,2366.08170814229
1292,360470600002,325,261,64,4,56,169,9,20,3,176,13,0,57,15,0,172,17,612,3,42.9,174275.3671875,1733.91262382428
1293,360471028002,44,39,5,1,23,10,2,3,0,24,0,0,15,0,0,21,3,205,0,19,148384.515625,1696.29456511777
1294,360470610042,246,93,153,4,8,38,5,28,10,41,5,0,21,26,0,31,15,723,1,12.9,92349.9453125,1297.19530665956
1295,360470620001,323,256,67,13,2,170,19,22,30,170,8,0,44,34,0,67,111,443,2,58,261887.28515625,2189.32034992978
1296,360470670002,102,63,39,3,36,18,2,3,1,45,5,0,11,2,0,42,8,712,2,8.9,242771.7578125,2171.56394695484
1297,360470696021,71,50,21,1,14,25,1,9,0,27,0,0,23,0,0,24,3,370,1,13.6,164315.28515625,1710.0947978467
1298,360470702015,73,41,32,13,11,7,6,1,3,35,0,0,6,0,0,20,15,824,1,5,365297.90625,2646.28744662814
1299,360471006002,201,145,56,2,26,85,8,13,11,100,0,0,45,0,0,90,10,487,1,29.8,132188.58203125,1470.36164398259
1300,360471006001,210,172,38,2,27,130,1,1,11,113,21,0,35,3,0,129,5,393,0,43.8,132258.76171875,1470.74316454707
1301,360471008001,29,16,13,8,4,3,1,0,0,13,0,0,3,0,0,6,7,355,0,4.5,136123.9296875,1495.01198830803
1302,360471008002,40,23,17,2,15,3,2,1,0,17,0,0,6,0,0,16,1,347,1,6.6,122695.34375,1414.57203712623
1303,360471010001,21,15,6,7,8,0,0,0,0,11,0,0,4,0,0,5,6,358,1,4.2,142303.78515625,1534.7926733836
1304,360471010002,77,54,23,5,36,10,1,2,0,36,0,0,17,0,0,30,6,422,1,12.8,155736.19921875,1624.59490223307
1305,360471022001,322,267,55,2,61,170,7,20,7,205,1,0,59,2,0,195,11,777,2,34.5,283086.8515625,2161.55143170133
1306,360471024001,204,141,63,13,94,23,2,6,3,110,2,0,29,0,0,97,15,677,3,20.9,248649.16015625,2190.96419717681
1307,360471026001,439,345,94,0,131,148,6,47,13,248,0,1,96,0,0,234,15,935,2,37,237497.0078125,2151.97589345027
1308,360471028001,196,169,27,0,37,119,0,8,5,127,2,0,39,1,0,124,5,320,0,52.8,1288551.29296875,5200.43635265803
1309,360470608003,439,184,255,12,1,69,20,40,42,26,30,0,30,98,0,36,20,648,10,28.8,172317.1484375,2164.26136291777
1310,360470706002,258,226,32,0,43,146,8,26,3,187,0,0,39,0,0,166,21,437,3,52.1,2001551.13671875,11464.1236762592
1311,360470628002,367,299,68,7,51,147,14,67,13,246,2,0,50,0,0,222,26,581,2,51.6,734053.4296875,5378.49919974172
1312,360470628003,399,372,27,1,0,205,15,83,68,282,0,0,89,0,0,179,103,432,3,86.7,362998.3359375,2606.96871254244
1313,360470594015,123,35,88,5,5,12,0,8,5,10,11,0,0,12,2,20,1,646,1,5.4,73093.3671875,1488.58605042226
1314,360470594022,59,46,13,1,31,14,0,0,0,42,2,0,2,0,0,41,3,605,4,7.7,132104.9609375,1469.35906473016
1315,360470594023,55,41,14,0,36,3,1,0,1,37,0,0,4,0,0,36,1,563,3,7.3,132066.2265625,1469.39466296958
1316,360470594021,20,11,9,0,9,2,0,0,0,8,0,0,2,1,0,7,1,484,0,2.3,146502.0078125,2410.24124638304
1317,360470596003,82,63,19,1,37,15,1,9,0,53,0,0,8,2,0,49,4,401,2,15.8,168551.99609375,1701.08739855346
1318,360470598002,176,85,91,4,38,20,7,12,4,52,7,0,10,16,0,53,6,640,7,13.4,176284.5703125,2240.72627126922
1319,360470660002,16,10,6,1,8,1,0,0,0,7,0,0,3,0,0,6,1,437,0,2.3,132446.91796875,1470.99370804104
1320,360470662001,66,44,22,4,12,26,0,1,1,30,8,0,6,0,0,32,6,647,3,6.8,401664.3046875,3307.41848089156
1321,360470670001,23,12,11,2,5,5,0,0,0,9,0,0,3,0,0,7,2,323,0,3.7,117946.98046875,1374.17240950044
1322,360470622002,578,398,180,14,3,126,18,138,99,164,39,0,124,71,0,177,26,744,6,53.9,233431.36328125,2953.53444965382
1323,360470622001,377,177,200,9,1,52,3,61,51,42,43,0,33,59,0,75,10,981,6,18.2,190545.4140625,2542.75604817158
1324,360470626001,126,111,15,0,30,72,5,4,0,97,0,1,13,0,0,93,5,329,0,33.7,108294.31640625,1452.01129970656
1325,360470626002,215,148,67,3,36,98,3,5,3,92,0,0,56,0,0,87,5,872,18,17.3,445593.31640625,2999.00250419278
1326,360470628004,622,561,61,1,0,287,25,149,99,443,0,0,118,0,0,241,202,637,2,88.3,346214.97265625,2442.60857077537
1327,360470700001,161,143,18,0,55,77,2,9,0,123,0,0,20,0,0,113,10,267,1,53.8,159500.78125,1834.40173866306
1328,360470700002,190,156,34,1,60,72,7,13,3,127,1,0,21,7,0,116,12,435,3,36.1,191402.15234375,1830.47186310446
1329,360470702011,216,173,43,0,32,100,9,19,13,156,0,0,17,0,0,132,24,293,7,60.5,401106.76171875,3790.84644298075
1330,360470702014,59,31,28,3,11,4,6,6,1,26,0,0,5,0,0,21,5,771,2,4,338416.3984375,2393.26886869459
1331,360470702012,117,87,30,5,18,31,10,17,6,72,0,0,15,0,0,62,10,347,3,25.3,299900.1171875,2627.85630087004
1332,360470702013,66,41,25,7,7,15,7,5,0,40,0,0,1,0,0,29,11,356,7,11.7,399636.04296875,3247.27789548383
1333,360470706001,480,435,45,5,42,203,60,100,25,364,1,0,70,0,0,296,69,641,4,68.3,356019.0703125,2544.76854682427
1334,360470598001,190,136,54,0,73,47,9,6,1,103,0,0,32,0,0,93,10,916,5,14.9,176475.91796875,1725.00786240789
1335,360470600004,267,137,130,9,3,67,15,24,19,33,42,0,25,37,0,47,28,407,2,33.8,114511.75390625,1886.86918853649
1336,360470600003,571,405,166,10,22,219,41,78,35,222,39,0,98,46,0,240,21,915,9,44.7,229876.18359375,1934.507337421
1337,360470696012,86,40,46,5,19,9,4,3,0,31,3,0,6,0,0,29,5,977,4,4.1,424763.15234375,3217.66774627216
1338,360470696022,82,27,55,8,15,2,2,0,0,24,0,0,3,0,0,17,7,827,1,3.3,452861.859375,2892.79189528646
1339,360470696023,122,90,32,2,25,44,4,13,2,77,1,0,12,0,0,62,16,1109,6,8.2,649533.43359375,3995.30402083845
1340,360470698002,87,59,28,0,22,29,1,7,0,52,0,0,7,0,0,45,7,299,2,19.9,744988.359375,7409.55365775058
1341,360470998001,398,310,88,4,10,143,21,66,66,207,4,0,93,3,3,193,18,662,0,46.8,421447.87109375,3578.26639707756
1342,360471004001,691,565,126,4,68,385,22,62,24,287,106,0,146,26,0,366,27,963,0,58.7,226578.97265625,2005.08740345465
1343,360470610043,323,134,189,7,6,40,10,39,32,34,16,0,19,65,0,30,20,982,10,13.8,115736.390625,2278.55111677063
1344,360470610044,85,23,62,2,6,12,1,2,0,8,0,0,8,7,0,7,1,608,2,3.8,38589.53515625,806.747683290267
1345,360470620002,306,272,34,1,2,213,14,20,22,214,0,0,58,0,0,133,81,402,1,67.8,292804.99609375,2366.00858429344
1346,360470696011,34,15,19,4,4,3,2,2,0,14,0,0,0,1,0,10,4,604,6,2.5,306199.66796875,2554.6063834223
1347,360810916011,550,425,125,2,11,78,85,217,32,395,0,0,30,0,0,155,240,549,147,100,2894027.2734375,14176.3885870499
1348,360810916014,768,594,174,3,7,78,96,343,67,551,0,2,41,0,0,197,356,665,194,100,1146888.1875,8666.10743047667
1349,360810928001,400,352,48,1,46,243,15,19,28,287,0,0,56,7,0,146,141,427,43,91.7,525927.86328125,3329.36351117527
1350,360810916012,773,451,322,54,4,113,60,190,30,421,0,1,27,0,0,177,245,728,348,100,413086.58984375,3450.78754785365
1351,360810916021,23,20,3,0,0,4,3,12,1,20,0,0,0,0,0,8,12,0,0,100,2190625.4453125,6651.17175493697
1352,360810922001,346,313,33,3,0,130,85,56,39,233,24,1,46,8,1,115,143,352,9,91.3,316020.4375,2712.24199169352
