ZCTA5,STATE,COUNTY,TRACT,GEOID,POPPT,HUPT,AREAPT, AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,TRPOP,TRHU,TRAREA,TRAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,TRPOPPCT,TRHUPCT,TRAREAPCT,TRAREALANDPCT\
6457,9,7,541200,9007541200,5190,2381,9098813,8937337,47648,21223,109724045,106236270,5190,2381,9098813,8937337,10.89,11.22,8.29,8.41,100,100,100,100\
6457,9,7,541300,9007541300,6207,3562,2156003,2156003,47648,21223,109724045,106236270,6207,3562,2156003,2156003,13.03,16.78,1.96,2.03,100,100,100,100\
6457,9,7,541401,9007541401,3339,1216,22574014,22388713,47648,21223,109724045,106236270,3339,1216,22574014,22388713,7.01,5.73,20.57,21.07,100,100,100,100\
6457,9,7,541402,9007541402,5479,2663,8036801,7920206,47648,21223,109724045,106236270,5479,2663,8036801,7920206,11.5,12.55,7.32,7.46,100,100,100,100\
6457,9,7,541500,9007541500,3227,755,1224368,1223454,47648,21223,109724045,106236270,3227,755,1224368,1223454,6.77,3.56,1.12,1.15,100,100,100,100\
6457,9,7,541600,9007541600,1540,872,857429,656652,47648,21223,109724045,106236270,1540,872,857429,656652,3.23,4.11,0.78,0.62,100,100,100,100\
6457,9,7,541700,9007541700,3740,1608,2013475,1878911,47648,21223,109724045,106236270,3740,1608,2013475,1878911,7.85,7.58,1.84,1.77,100,100,100,100\
6457,9,7,542000,9007542000,4439,2012,4032116,3986091,47648,21223,109724045,106236270,4439,2012,4032116,3986091,9.32,9.48,3.67,3.75,100,100,100,100\
6457,9,7,542100,9007542100,3544,1509,4981465,4876211,47648,21223,109724045,106236270,3544,1509,4981465,4876211,7.44,7.11,4.54,4.59,100,100,100,100\
6457,9,7,542200,9007542200,1638,747,3813574,3806513,47648,21223,109724045,106236270,1638,747,3813574,3806513,3.44,3.52,3.48,3.58,100,100,100,100\
6457,9,7,680200,9007680200,6726,2658,49248948,46845002,47648,21223,109724045,106236270,6726,2658,49248948,46845002,14.12,12.52,44.88,44.1,100,100,100,100\
6460,9,9,150100,9009150100,4123,2196,3294922,3141125,38207,17410,38908741,32513600,4123,2196,3294922,3141125,10.79,12.61,8.47,9.66,100,100,100,100\
6460,9,9,150200,9009150200,3622,1577,3357237,2664115,38207,17410,38908741,32513600,3622,1577,3357237,2664115,9.48,9.06,8.63,8.19,100,100,100,100\
6460,9,9,150300,9009150300,3122,1410,2636545,2599661,38207,17410,38908741,32513600,3953,1736,2964371,2927487,8.17,8.1,6.78,8,78.98,81.22,88.94,88.8\
6460,9,9,150400,9009150400,4284,2118,2441955,1638871,38207,17410,38908741,32513600,4284,2118,2441955,1638871,11.21,12.17,6.28,5.04,100,100,100,100\
6460,9,9,150500,9009150500,3935,1614,6159741,4056648,38207,17410,38908741,32513600,4308,1756,6480982,4274813,10.3,9.27,15.83,12.48,91.34,91.91,95.04,94.9\
6460,9,9,150600,9009150600,120,64,222852,222852,38207,17410,38908741,32513600,6407,2591,10977148,10143125,0.31,0.37,0.57,0.69,1.87,2.47,2.03,2.2\
6460,9,9,150700,9009150700,125,69,57767,57767,38207,17410,38908741,32513600,4361,1540,11959451,11469581,0.33,0.4,0.15,0.18,2.87,4.48,0.48,.5\
6460,9,9,150800,9009150800,1125,501,2476876,2439799,38207,17410,38908741,32513600,3950,1699,5519244,5482167,2.94,2.88,6.37,7.5,28.48,29.49,44.88,44.5\
6460,9,9,150900,9009150900,3958,1617,5439664,4484523,38207,17410,38908741,32513600,3958,1617,5439664,4484523,10.36,9.29,13.98,13.79,100,100,100,100\
6460,9,9,151000,9009151000,4126,2082,2975239,2070020,38207,17410,38908741,32513600,4126,2082,2975239,2070020,10.8,11.96,7.65,6.37,100,100,100,100\
6460,9,9,151100,9009151100,6579,2861,6400917,5700422,38207,17410,38908741,32513600,6579,2861,6400917,5700422,17.22,16.43,16.45,17.53,100,100,100,100\
6460,9,9,151200,9009151200,3088,1301,3445026,3437797,38207,17410,38908741,32513600,3088,1301,3445026,3437797,8.08,7.47,8.85,10.57,100,100,100,100\
6461,9,9,150300,9009150300,831,326,327826,327826,14552,5664,26347415,24920446,3953,1736,2964371,2927487,5.71,5.76,1.24,1.32,21.02,18.78,11.06,11.2\
6461,9,9,150500,9009150500,373,142,321241,218165,14552,5664,26347415,24920446,4308,1756,6480982,4274813,2.56,2.51,1.22,0.88,8.66,8.09,4.96,5.1\
6461,9,9,150600,9009150600,6287,2527,10754296,9920273,14552,5664,26347415,24920446,6407,2591,10977148,10143125,43.2,44.62,40.82,39.81,98.13,97.53,97.97,97.8\
6461,9,9,150700,9009150700,4236,1471,11901684,11411814,14552,5664,26347415,24920446,4361,1540,11959451,11469581,29.11,25.97,45.17,45.79,97.13,95.52,99.52,99.5\
6461,9,9,150800,9009150800,2825,1198,3042368,3042368,14552,5664,26347415,24920446,3950,1699,5519244,5482167,19.41,21.15,11.55,12.21,71.52,70.51,55.12,55.5\
6467,9,3,430400,9003430400,157,60,173168,173168,157,60,173168,173168,5049,2168,10002283,9977864,100,100,100,100,3.11,2.77,1.73,1.74\
6468,9,1,100100,9001100100,5574,2125,20695835,20669494,19479,6918,68046936,67527745,5574,2125,20695835,20669494,28.62,30.72,30.41,30.61,100,100,100,100\
6468,9,1,100200,9001100200,6979,2439,16438820,16372052,19479,6918,68046936,67527745,6979,2439,16438820,16372052,35.83,35.26,24.16,24.24,100,100,100,100\
6468,9,1,100300,9001100300,6926,2354,30912281,30486199,19479,6918,68046936,67527745,6926,2354,30912281,30486199,35.56,34.03,45.43,45.15,100,100,100,100\
6469,9,7,595102,9007595102,3209,1471,27022661,26051306,3209,1471,27022661,26051306,5429,2610,55703891,51699538,100,100,100,100,59.11,56.36,48.51,50.39\
6470,9,1,230100,9001230100,3128,1234,26195830,25016422,16003,5871,98412384,96624966,7061,2796,41489919,39831739,19.55,21.02,26.62,25.89,44.3,44.13,63.14,62.81\
6470,9,1,230200,9001230200,1941,732,5974692,5974692,16003,5871,98412384,96624966,1941,732,5974692,5974692,12.13,12.47,6.07,6.18,100,100,100,100\
6470,9,1,230300,9001230300,3441,1286,21256174,20728354,16003,5871,98412384,96624966,3441,1286,21256174,20728354,21.5,21.9,21.6,21.45,100,100,100,100\
6470,9,1,230400,9001230400,5651,2041,35923541,35865396,16003,5871,98412384,96624966,5651,2041,35923541,35865396,35.31,34.76,36.5,37.12,100,100,100,100\
6470,9,1,230502,9001230502,1842,578,9062147,9040102,16003,5871,98412384,96624966,5137,1673,26997711,26873927,11.51,9.85,9.21,9.36,35.86,34.55,33.57,33.64\
6471,9,9,184700,9009184700,166,62,1536989,1525341,7720,3207,23734431,23314690,5908,2604,21669850,20634438,2.15,1.93,6.48,6.54,2.81,2.38,7.09,7.39\
6471,9,9,186100,9009186100,7275,3032,20000210,19609470,7720,3207,23734431,23314690,7309,3041,20139357,19748617,94.24,94.54,84.27,84.11,99.53,99.7,99.31,99.3\
6471,9,9,186200,9009186200,279,113,2197232,2179879,7720,3207,23734431,23314690,7098,2588,48923485,44372576,3.61,3.52,9.26,9.35,3.93,4.37,4.49,4.91\
6472,9,9,186100,9009186100,34,9,139147,139147,6853,2484,46865400,42331844,7309,3041,20139357,19748617,0.5,0.36,0.3,0.33,0.47,0.3,0.69,.7\
6472,9,9,186200,9009186200,6819,2475,46726253,42192697,6853,2484,46865400,42331844,7098,2588,48923485,44372576,99.5,99.64,99.7,99.67,96.07,95.63,95.51,95.09\
6473,9,9,167100,9009167100,7743,3234,16717617,16469861,24388,9586,56781027,56066604,7743,3234,16717617,16469861,31.75,33.74,29.44,29.38,100,100,100,100\
6473,9,9,167201,9009167201,4176,1746,9855705,9450676,24388,9586,56781027,56066604,4176,1746,9855705,9450676,17.12,18.21,17.36,16.86,100,100,100,100\
6473,9,9,167202,9009167202,4485,1840,9941889,9886027,24388,9586,56781027,56066604,4485,1840,9941889,9886027,18.39,19.19,17.51,17.63,100,100,100,100\
6473,9,9,167300,9009167300,7689,2671,18173933,18168157,24388,9586,56781027,56066604,7689,2671,18173933,18168157,31.53,27.86,32.01,32.4,100,100,100,100\
6473,9,9,176000,9009176000,10,4,5146,5146,24388,9586,56781027,56066604,6351,2378,40110728,38839970,0.04,0.04,0.01,0.01,0.16,0.17,0.01,.01\
6473,9,9,180602,9009180602,285,91,2086737,2086737,24388,9586,56781027,56066604,3822,1502,7534264,7512721,1.17,0.95,3.68,3.72,7.46,6.06,27.7,27.78\
6475,9,7,670100,9007670100,4848,2420,27141096,25125691,10242,5602,47841461,38963979,4848,2420,29953662,25125691,47.33,43.2,56.73,64.48,100,100,90.61,100\
6475,9,7,670200,9007670200,5394,3182,20700365,13838288,10242,5602,47841461,38963979,5394,3182,25927832,13838288,52.67,56.8,43.27,35.52,100,100,79.84,100\
6477,9,9,157100,9009157100,2603,1191,9438380,9341957,13956,5345,45115093,44498729,2603,1191,9438380,9341957,18.65,22.28,20.92,20.99,100,100,100,100\
6477,9,9,157200,9009157200,3837,1383,9351063,9288029,13956,5345,45115093,44498729,3837,1383,9351063,9288029,27.49,25.87,20.73,20.87,100,100,100,100\
6477,9,9,157300,9009157300,3310,1196,11997732,11638833,13956,5345,45115093,44498729,3310,1196,11997732,11638833,23.72,22.38,26.59,26.16,100,100,100,100\
6477,9,9,157400,9009157400,4206,1575,14327918,14229910,13956,5345,45115093,44498729,4206,1575,14327918,14229910,30.14,29.47,31.76,31.98,100,100,100,100\
6478,9,9,346101,9009346101,6674,2598,36975901,36216968,12683,4746,86334184,84801350,6674,2598,36975901,36216968,52.62,54.74,42.83,42.71,100,100,100,100\
6478,9,9,346102,9009346102,6009,2148,49358283,48584382,12683,4746,86334184,84801350,6009,2148,49358283,48584382,47.38,45.26,57.17,57.29,100,100,100,100\
6479,9,3,430100,9003430100,217,116,220529,220529,10431,4248,19148075,19058824,4103,1817,3279799,3279799,2.08,2.73,1.15,1.16,5.29,6.38,6.72,6.72\
6479,9,3,430301,9003430301,262,120,520084,520084,10431,4248,19148075,19058824,3599,1331,9540913,9480959,2.51,2.82,2.72,2.73,7.28,9.02,5.45,5.49\
6479,9,3,430302,9003430302,1463,567,2944217,2944217,10431,4248,19148075,19058824,2755,1070,4449974,4430088,14.03,13.35,15.38,15.45,53.1,52.99,66.16,66.46\
6479,9,3,430400,9003430400,4522,1974,8126798,8102379,10431,4248,19148075,19058824,5049,2168,10002283,9977864,43.35,46.47,42.44,42.51,89.56,91.05,81.25,81.2\
6479,9,3,430500,9003430500,3967,1471,7336447,7271615,10431,4248,19148075,19058824,6547,2404,12452807,12387975,38.03,34.63,38.31,38.15,60.59,61.19,58.91,58.7\
6480,9,7,560100,9007560100,5816,2411,57432114,54712252,9508,4077,64372632,60476846,5816,2411,57432114,54712252,61.17,59.14,89.22,90.47,100,100,100,100\
6480,9,7,560200,9007560200,3692,1666,6940518,5764594,9508,4077,64372632,60476846,3692,1666,6940518,5764594,38.83,40.86,10.78,9.53,100,100,100,100\
6481,9,7,580100,9007580100,1277,543,4698844,4655719,1277,543,4698844,4655719,4425,1863,34341352,32759701,100,100,100,100,28.86,29.15,13.68,14.21\
6482,9,1,230100,9001230100,3933,1562,15294089,14815317,11557,4190,54572415,52710180,7061,2796,41489919,39831739,34.03,37.28,28.03,28.11,55.7,55.87,36.86,37.19\
6482,9,1,230501,9001230501,4329,1533,21342762,20061038,11557,4190,54572415,52710180,4329,1533,21342762,20061038,37.46,36.59,39.11,38.06,100,100,100,100\
6482,9,1,230502,9001230502,3295,1095,17935564,17833825,11557,4190,54572415,52710180,5137,1673,26997711,26873927,28.51,26.13,32.87,33.83,64.14,65.45,66.43,66.36\
6483,9,9,130101,9009130101,4911,2169,8755004,8659286,16540,6968,38790529,37600488,4911,2169,8755004,8659286,29.69,31.13,22.57,23.03,100,100,100,100\
6483,9,9,130102,9009130102,3113,1320,7838951,7419585,16540,6968,38790529,37600488,3113,1320,7838951,7419585,18.82,18.94,20.21,19.73,100,100,100,100\
6483,9,9,130200,9009130200,8516,3479,22196574,21521617,16540,6968,38790529,37600488,8516,3479,22196574,21521617,51.49,49.93,57.22,57.24,100,100,100,100\
6484,9,1,110100,9001110100,2321,1111,875208,792151,39559,16146,82627335,79320157,2321,1111,875208,792151,5.87,6.88,1.06,1,100,100,100,100\
6484,9,1,110201,9001110201,4782,1973,3666841,3269293,39559,16146,82627335,79320157,4782,1973,3666841,3269293,12.09,12.22,4.44,4.12,100,100,100,100\
6484,9,1,110202,9001110202,4756,2073,10825793,10266809,39559,16146,82627335,79320157,4756,2073,10825793,10266809,12.02,12.84,13.1,12.94,100,100,100,100\
6484,9,1,110301,9001110301,6174,2936,10411650,10325528,39559,16146,82627335,79320157,6174,2936,10411650,10325528,15.61,18.18,12.6,13.02,100,100,100,100\
6484,9,1,110302,9001110302,2602,1186,9299104,7856033,39559,16146,82627335,79320157,2602,1186,9299104,7856033,6.58,7.35,11.25,9.9,100,100,100,100\
6484,9,1,110400,9001110400,4911,1768,10499460,10447966,39559,16146,82627335,79320157,4911,1768,10499460,10447966,12.41,10.95,12.71,13.17,100,100,100,100\
6484,9,1,110500,9001110500,5928,2069,13546790,13472642,39559,16146,82627335,79320157,5928,2069,13546790,13472642,14.99,12.81,16.4,16.99,100,100,100,100\
6484,9,1,110600,9001110600,8085,3030,23502489,22889735,39559,16146,82627335,79320157,8085,3030,23502489,22889735,20.44,18.77,28.44,28.86,100,100,100,100\
6488,9,9,348111,9009348111,2902,975,36738398,34775685,19904,9091,103778992,100989927,2902,975,36738398,34775685,14.58,10.72,35.4,34.43,100,100,100,100\
6488,9,9,348122,9009348122,4349,1510,20065970,20065970,19904,9091,103778992,100989927,4349,1510,20065970,20065970,21.85,16.61,19.34,19.87,100,100,100,100\
6488,9,9,348123,9009348123,5739,2123,28664070,28032489,19904,9091,103778992,100989927,5739,2123,28664070,28032489,28.83,23.35,27.62,27.76,100,100,100,100\
6488,9,9,348124,9009348124,2330,1594,8109582,8015770,19904,9091,103778992,100989927,2330,1594,8109582,8015770,11.71,17.53,7.81,7.94,100,100,100,100\
6488,9,9,348125,9009348125,4584,2889,10200972,10100013,19904,9091,103778992,100989927,4584,2889,10200972,10100013,23.03,31.78,9.83,10,100,100,100,100\
6489,9,3,430100,9003430100,3886,1701,3059270,3059270,32067,12984,73835665,72031677,4103,1817,3279799,3279799,12.12,13.1,4.14,4.25,94.71,93.62,93.28,93.28\
6489,9,3,430201,9003430201,3388,1400,6522948,6522948,32067,12984,73835665,72031677,3388,1400,6522948,6522948,10.57,10.78,8.83,9.06,100,100,100,100\
6489,9,3,430202,9003430202,4709,1698,17716667,16281879,32067,12984,73835665,72031677,4709,1698,17716667,16281879,14.68,13.08,23.99,22.6,100,100,100,100\
6489,9,3,430203,9003430203,4212,1921,5225001,5194040,32067,12984,73835665,72031677,4212,1921,5225001,5194040,13.13,14.8,7.08,7.21,100,100,100,100\
6489,9,3,430301,9003430301,3293,1190,8974882,8914928,32067,12984,73835665,72031677,3599,1331,9540913,9480959,10.27,9.17,12.16,12.38,91.5,89.41,94.07,94.03\
6489,9,3,430302,9003430302,1292,503,1505757,1485871,32067,12984,73835665,72031677,2755,1070,4449974,4430088,4.03,3.87,2.04,2.06,46.9,47.01,33.84,33.54\
6489,9,3,430500,9003430500,2580,933,5116360,5116360,32067,12984,73835665,72031677,6547,2404,12452807,12387975,8.05,7.19,6.93,7.1,39.41,38.81,41.09,41.3\
6489,9,3,430601,9003430601,5202,2222,22064347,21805948,32067,12984,73835665,72031677,5202,2222,22064347,21805948,16.22,17.11,29.88,30.27,100,100,100,100\
6489,9,3,430602,9003430602,3505,1416,3650433,3650433,32067,12984,73835665,72031677,3505,1416,3650433,3650433,10.93,10.91,4.94,5.07,100,100,100,100\
6492,9,9,175100,9009175100,3244,1432,1377981,1377981,45241,18981,104617863,102426702,3244,1432,1377981,1377981,7.17,7.54,1.32,1.35,100,100,100,100\
6492,9,9,175200,9009175200,2315,1140,801089,801089,45241,18981,104617863,102426702,2315,1140,801089,801089,5.12,6.01,0.77,0.78,100,100,100,100\
6492,9,9,175300,9009175300,4327,1839,4354775,4342593,45241,18981,104617863,102426702,4327,1839,4354775,4342593,9.56,9.69,4.16,4.24,100,100,100,100\
6492,9,9,175400,9009175400,4431,1988,10708432,10397334,45241,18981,104617863,102426702,4431,1988,10708432,10397334,9.79,10.47,10.24,10.15,100,100,100,100\
6492,9,9,175500,9009175500,7905,3493,13963462,13757408,45241,18981,104617863,102426702,7905,3493,13963462,13757408,17.47,18.4,13.35,13.43,100,100,100,100\
6492,9,9,175600,9009175600,5009,2026,6382672,6382672,45241,18981,104617863,102426702,5009,2026,6382672,6382672,11.07,10.67,6.1,6.23,100,100,100,100\
6492,9,9,175700,9009175700,2496,942,5583417,5524401,45241,18981,104617863,102426702,2496,942,5583417,5524401,5.52,4.96,5.34,5.39,100,100,100,100\
6492,9,9,175800,9009175800,4014,1443,14736607,14462680,45241,18981,104617863,102426702,4014,1443,14736607,14462680,8.87,7.6,14.09,14.12,100,100,100,100\
6492,9,9,175900,9009175900,5043,2264,5243485,5227303,45241,18981,104617863,102426702,5043,2264,5243485,5227303,11.15,11.93,5.01,5.1,100,100,100,100\
6492,9,9,176000,9009176000,6341,2374,40105582,38834824,45241,18981,104617863,102426702,6351,2378,40110728,38839970,14.02,12.51,38.34,37.91,99.84,99.83,99.99,99.99\
6492,9,9,343300,9009343300,116,40,1360361,1318417,45241,18981,104617863,102426702,6809,2805,19632425,19590481,0.26,0.21,1.3,1.29,1.7,1.43,6.93,6.73\
6498,9,7,610200,9007610200,25,16,27227,27227,6963,3953,45732554,40905418,3513,2083,12708322,8237365,0.36,0.4,0.06,0.07,0.71,0.77,0.21,.33\
6498,9,7,680100,9007680100,6938,3937,45705327,40878191,6963,3953,45732554,40905418,6938,3937,55835643,40878191,99.64,99.6,99.94,99.93,100,100,81.86,100\
6510,9,9,140100,9009140100,1853,1373,404384,404384,2737,1734,622905,622905,2426,2268,693284,693284,67.7,79.18,64.92,64.92,76.38,60.54,58.33,58.33\
6510,9,9,140300,9009140300,2,0,58431,58431,2737,1734,622905,622905,2737,842,711594,711594,0.07,0,9.38,9.38,0.07,0,8.21,8.21\
6510,9,9,142000,9009142000,373,236,92343,92343,2737,1734,622905,622905,3396,2046,666073,666073,13.63,13.61,14.82,14.82,10.98,11.53,13.86,13.86\
6510,9,9,361401,9009361401,167,122,52652,52652,2737,1734,622905,622905,4933,1697,424756,424756,6.1,7.04,8.45,8.45,3.39,7.19,12.4,12.4\
6510,9,9,361402,9009361402,342,3,15095,15095,2737,1734,622905,622905,3367,188,771362,771362,12.5,0.17,2.42,2.42,10.16,1.6,1.96,1.96\
6511,9,9,140100,9009140100,573,895,288900,288900,53600,23553,15674165,15355567,2426,2268,693284,693284,1.07,3.8,1.84,1.88,23.62,39.46,41.67,41.67\
6511,9,9,140200,9009140200,43,13,1416604,1401338,53600,23553,15674165,15355567,1518,752,2943320,2010290,0.08,0.06,9.04,9.13,2.83,1.73,48.13,69.71\
6511,9,9,140300,9009140300,0,0,50250,50250,53600,23553,15674165,15355567,2737,842,711594,711594,0,0,0.32,0.33,0,0,7.06,7.06\
6511,9,9,140700,9009140700,3979,2083,536943,536943,53600,23553,15674165,15355567,3979,2083,550593,550593,7.42,8.84,3.43,3.5,100,100,97.52,97.52\
6511,9,9,140800,9009140800,3507,1486,1298362,1182888,53600,23553,15674165,15355567,3964,1630,1761781,1646307,6.54,6.31,8.28,7.7,88.47,91.17,73.7,71.85\
6511,9,9,140900,9009140900,4476,2100,980989,980989,53600,23553,15674165,15355567,4476,2100,980989,980989,8.35,8.92,6.26,6.39,100,100,100,100\
6511,9,9,141300,9009141300,30,15,13185,13185,53600,23553,15674165,15355567,5913,1921,3649609,3649609,0.06,0.06,0.08,0.09,0.51,0.78,0.36,.36\
6511,9,9,141400,9009141400,4697,1801,1033208,1033208,53600,23553,15674165,15355567,5023,1938,1567841,1533544,8.76,7.65,6.59,6.73,93.51,92.93,65.9,67.37\
6511,9,9,141500,9009141500,6873,2911,1619910,1601623,53600,23553,15674165,15355567,6873,2911,1619910,1601623,12.82,12.36,10.33,10.43,100,100,100,100\
6511,9,9,141600,9009141600,5169,2043,1069243,1069243,53600,23553,15674165,15355567,5169,2043,1069243,1069243,9.64,8.67,6.82,6.96,100,100,100,100\
6511,9,9,141800,9009141800,3892,1799,1471102,1471102,53600,23553,15674165,15355567,3892,1799,1471102,1471102,7.26,7.64,9.39,9.58,100,100,100,100\
6511,9,9,141900,9009141900,5063,2572,1335714,1301209,53600,23553,15674165,15355567,5063,2572,1335714,1301209,9.45,10.92,8.52,8.47,100,100,100,100\
6511,9,9,142000,9009142000,3023,1810,573730,573730,53600,23553,15674165,15355567,3396,2046,666073,666073,5.64,7.68,3.66,3.74,89.02,88.47,86.14,86.14\
6511,9,9,142100,9009142100,1744,749,605994,605994,53600,23553,15674165,15355567,1744,749,605994,605994,3.25,3.18,3.87,3.95,100,100,100,100\
6511,9,9,142200,9009142200,1581,1043,947455,899001,53600,23553,15674165,15355567,1581,1043,947455,899001,2.95,4.43,6.04,5.85,100,100,100,100\
6511,9,9,142400,9009142400,721,295,471387,434775,53600,23553,15674165,15355567,5360,2057,1229351,1192739,1.35,1.25,3.01,2.83,13.45,14.34,38.34,36.45\
6511,9,9,142500,9009142500,395,161,826131,776131,53600,23553,15674165,15355567,5929,2149,2122604,1844569,0.74,0.68,5.27,5.05,6.66,7.49,38.92,42.08\
6511,9,9,165500,9009165500,43,17,6687,6687,53600,23553,15674165,15355567,4959,1934,1558578,1558578,0.08,0.07,0.04,0.04,0.87,0.88,0.43,.43\
6511,9,9,361401,9009361401,4766,1575,372104,372104,53600,23553,15674165,15355567,4933,1697,424756,424756,8.89,6.69,2.37,2.42,96.61,92.81,87.6,87.6\
6511,9,9,361402,9009361402,3025,185,756267,756267,53600,23553,15674165,15355567,3367,188,771362,771362,5.64,0.79,4.82,4.93,89.84,98.4,98.04,98.04\
6512,9,9,142700,9009142700,3034,1316,2692692,2067857,29861,13136,32422309,27248328,6654,2662,3922391,3181122,10.16,10.02,8.31,7.59,45.6,49.44,68.65,65\
6512,9,9,142800,9009142800,4841,2161,6284854,3972740,29861,13136,32422309,27248328,4841,2161,6284854,3972740,16.21,16.45,19.38,14.58,100,100,100,100\
6512,9,9,180100,9009180100,6811,3292,7328074,5951629,29861,13136,32422309,27248328,6811,3292,7328074,5951629,22.81,25.06,22.6,21.84,100,100,100,100\
6512,9,9,180200,9009180200,5545,2539,3623873,3623873,29861,13136,32422309,27248328,5545,2539,3623873,3623873,18.57,19.33,11.18,13.3,100,100,100,100\
6512,9,9,180300,9009180300,2546,1126,1797016,1778337,29861,13136,32422309,27248328,2546,1126,1797016,1778337,8.53,8.57,5.54,6.53,100,100,100,100\
6512,9,9,180400,9009180400,2690,975,5274975,4942489,29861,13136,32422309,27248328,2690,975,5274975,4942489,9.01,7.42,16.27,18.14,100,100,100,100\
6512,9,9,180500,9009180500,1337,500,1254360,1174152,29861,13136,32422309,27248328,4692,1839,4205651,4125443,4.48,3.81,3.87,4.31,28.5,27.19,29.83,28.46\
6512,9,9,180601,9009180601,3057,1227,4166465,3737251,29861,13136,32422309,27248328,3151,1260,4364024,3934810,10.24,9.34,12.85,13.72,97.02,97.38,95.47,94.98\
6513,9,9,142300,9009142300,5448,2115,1255471,1012176,38978,15846,19769474,18730722,5448,2115,1255471,1012176,13.98,13.35,6.35,5.4,100,100,100,100\
6513,9,9,142400,9009142400,4639,1762,757964,757964,38978,15846,19769474,18730722,5360,2057,1229351,1192739,11.9,11.12,3.83,4.05,86.55,85.66,61.66,63.55\
6513,9,9,142500,9009142500,5485,1967,1222752,994717,38978,15846,19769474,18730722,5929,2149,2122604,1844569,14.07,12.41,6.19,5.31,92.51,91.53,57.61,53.93\
6513,9,9,142601,9009142601,5926,2478,4156328,3815783,38978,15846,19769474,18730722,5926,2478,4156328,3815783,15.2,15.64,21.02,20.37,100,100,100,100\
6513,9,9,142603,9009142603,3960,2286,957004,957004,38978,15846,19769474,18730722,3960,2286,957004,957004,10.16,14.43,4.84,5.11,100,100,100,100\
6513,9,9,142604,9009142604,2914,1109,1593879,1504979,38978,15846,19769474,18730722,2914,1109,1593879,1504979,7.48,7,8.06,8.03,100,100,100,100\
6513,9,9,142700,9009142700,3620,1346,1229699,1113265,38978,15846,19769474,18730722,6654,2662,3922391,3181122,9.29,8.49,6.22,5.94,54.4,50.56,31.35,35\
6513,9,9,180500,9009180500,3355,1339,2951291,2951291,38978,15846,19769474,18730722,4692,1839,4205651,4125443,8.61,8.45,14.93,15.76,71.5,72.81,70.17,71.54\
6513,9,9,180601,9009180601,94,33,197559,197559,38978,15846,19769474,18730722,3151,1260,4364024,3934810,0.24,0.21,1,1.05,2.98,2.62,4.53,5.02\
6513,9,9,180602,9009180602,3537,1411,5447527,5425984,38978,15846,19769474,18730722,3822,1502,7534264,7512721,9.07,8.9,27.56,28.97,92.54,93.94,72.3,72.22\
6514,9,9,165300,9009165300,291,213,390612,170860,26265,10864,29457787,29001567,2289,1065,1814543,1594791,1.11,1.96,1.33,0.59,12.71,20,21.53,10.71\
6514,9,9,165400,9009165400,12,7,236200,204008,26265,10864,29457787,29001567,5112,2638,3140555,2866370,0.05,0.06,0.8,0.7,0.23,0.27,7.52,7.12\
6514,9,9,165500,9009165500,3623,1400,823507,823507,26265,10864,29457787,29001567,4959,1934,1558578,1558578,13.79,12.89,2.8,2.84,73.06,72.39,52.84,52.84\
6514,9,9,165600,9009165600,5569,2327,2347326,2347326,26265,10864,29457787,29001567,5569,2327,2347326,2347326,21.2,21.42,7.97,8.09,100,100,100,100\
6514,9,9,165700,9009165700,4588,1538,2697798,2697798,26265,10864,29457787,29001567,4588,1538,2697798,2697798,17.47,14.16,9.16,9.3,100,100,100,100\
6514,9,9,165801,9009165801,5434,2851,3910257,3899475,26265,10864,29457787,29001567,5434,2851,3910257,3899475,20.69,26.24,13.27,13.45,100,100,100,100\
6514,9,9,165802,9009165802,4086,1543,13059366,12879653,26265,10864,29457787,29001567,4086,1543,13059366,12879653,15.56,14.2,44.33,44.41,100,100,100,100\
6514,9,9,165900,9009165900,2646,980,5884476,5870695,26265,10864,29457787,29001567,7897,2752,27071766,27028863,10.07,9.02,19.98,20.24,33.51,35.61,21.74,21.72\
6514,9,9,166001,9009166001,16,5,108245,108245,26265,10864,29457787,29001567,6887,3605,4071781,4071781,0.06,0.05,0.37,0.37,0.23,0.14,2.66,2.66\
6515,9,9,141000,9009141000,3729,1847,1903890,1896840,17141,6970,11885359,11810240,3729,1847,1903890,1896840,21.75,26.5,16.02,16.06,100,100,100,100\
6515,9,9,141100,9009141100,2777,1152,3885159,3869420,17141,6970,11885359,11810240,2777,1152,3885159,3869420,16.2,16.53,32.69,32.76,100,100,100,100\
6515,9,9,141200,9009141200,4426,1928,1925253,1907220,17141,6970,11885359,11810240,4426,1928,1925253,1907220,25.82,27.66,16.2,16.15,100,100,100,100\
6515,9,9,141300,9009141300,5883,1906,3636424,3636424,17141,6970,11885359,11810240,5913,1921,3649609,3649609,34.32,27.35,30.6,30.79,99.49,99.22,99.64,99.64\
6515,9,9,141400,9009141400,326,137,534633,500336,17141,6970,11885359,11810240,5023,1938,1567841,1533544,1.9,1.97,4.5,4.24,6.49,7.07,34.1,32.63\
6516,9,9,154100,9009154100,8070,3143,6648399,6396590,55564,22446,31075615,27833855,8070,3143,6648399,6396590,14.52,14,21.39,22.98,100,100,100,100\
6516,9,9,154200,9009154200,7176,2891,3070068,3068944,55564,22446,31075615,27833855,7176,2891,3070068,3068944,12.91,12.88,9.88,11.03,100,100,100,100\
