ZCTA5,STATE,COUNTY,TRACT,GEOID,POPPT,HUPT,AREAPT, AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,TRPOP,TRHU,TRAREA,TRAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,TRPOPPCT,TRHUPCT,TRAREAPCT,TRAREALANDPCT\
6112,9,3,501800,9003501800,811,318,80455,80455,22879,9057,7079029,7065436,2863,1134,512932,512932,3.54,3.51,1.14,1.14,28.33,28.04,15.69,15.69\
6112,9,3,503500,9003503500,1622,682,223440,223440,22879,9057,7079029,7065436,1622,682,223440,223440,7.09,7.53,3.16,3.16,100,100,100,100\
6112,9,3,503700,9003503700,2651,1064,607129,607129,22879,9057,7079029,7065436,2651,1064,607129,607129,11.59,11.75,8.58,8.59,100,100,100,100\
6112,9,3,503800,9003503800,2083,765,979907,979907,22879,9057,7079029,7065436,3508,785,1863812,1853066,9.1,8.45,13.84,13.87,59.38,97.45,52.58,52.88\
6112,9,3,503900,9003503900,5203,1888,1794393,1794393,22879,9057,7079029,7065436,5203,1888,1794393,1794393,22.74,20.85,25.35,25.4,100,100,100,100\
6112,9,3,504000,9003504000,3413,1152,928643,928643,22879,9057,7079029,7065436,3413,1152,928643,928643,14.92,12.72,13.12,13.14,100,100,100,100\
6112,9,3,524600,9003524600,77,46,73103,73103,22879,9057,7079029,7065436,3311,1664,1284875,1284875,0.34,0.51,1.03,1.03,2.33,2.76,5.69,5.69\
6114,9,3,500100,9003500100,4099,1493,403541,403541,27449,10397,10831481,10466921,4099,1493,403541,403541,14.93,14.36,3.73,3.86,100,100,100,100\
6114,9,3,500200,9003500200,2335,955,389397,389397,27449,10397,10831481,10466921,2335,955,389397,389397,8.51,9.19,3.6,3.72,100,100,100,100\
6114,9,3,500300,9003500300,573,282,64597,64597,27449,10397,10831481,10466921,2343,1102,531516,531516,2.09,2.71,0.6,0.62,24.46,25.59,12.15,12.15\
6114,9,3,500400,9003500400,130,85,467128,467128,27449,10397,10831481,10466921,1687,709,948719,948719,0.47,0.82,4.31,4.46,7.71,11.99,49.24,49.24\
6114,9,3,502300,9003502300,5998,2082,1737484,1726093,27449,10397,10831481,10466921,5998,2082,1737484,1726093,21.85,20.03,16.04,16.49,100,100,100,100\
6114,9,3,502400,9003502400,6055,2281,733061,733061,27449,10397,10831481,10466921,6055,2281,733061,733061,22.06,21.94,6.77,7,100,100,100,100\
6114,9,3,502500,9003502500,1828,798,5757873,5415089,27449,10397,10831481,10466921,1828,798,5757873,5415089,6.66,7.68,53.16,51.74,100,100,100,100\
6114,9,3,502600,9003502600,3682,1349,536890,536890,27449,10397,10831481,10466921,3838,1419,546763,546763,13.41,12.97,4.96,5.13,95.94,95.07,98.19,98.19\
6114,9,3,502700,9003502700,1145,497,165061,165061,27449,10397,10831481,10466921,5240,1592,902888,902888,4.17,4.78,1.52,1.58,21.85,31.22,18.28,18.28\
6114,9,3,504800,9003504800,1604,575,576449,566064,27449,10397,10831481,10466921,4560,1694,1502084,1491699,5.84,5.53,5.32,5.41,35.18,33.94,38.38,37.95\
6117,9,3,497000,9003497000,102,33,207094,207094,17267,5968,26399515,25732555,4342,1598,2407397,2407397,0.59,0.55,0.78,0.8,2.35,2.07,8.6,8.6\
6117,9,3,497200,9003497200,2415,757,1798317,1798317,17267,5968,26399515,25732555,2415,757,1798317,1798317,13.99,12.68,6.81,6.99,100,100,100,100\
6117,9,3,497300,9003497300,5158,1813,5214083,5212755,17267,5968,26399515,25732555,5207,1833,5312821,5311493,29.87,30.38,19.75,20.26,99.06,98.91,98.14,98.14\
6117,9,3,497400,9003497400,2203,849,2453091,2453091,17267,5968,26399515,25732555,3834,1509,4062836,4056599,12.76,14.23,9.29,9.53,57.46,56.26,60.38,60.47\
6117,9,3,497500,9003497500,3841,1697,3838238,3828148,17267,5968,26399515,25732555,3841,1697,3838238,3828148,22.24,28.43,14.54,14.88,100,100,100,100\
6117,9,3,497700,9003497700,2210,819,12758822,12114026,17267,5968,26399515,25732555,4140,1643,16495094,15661825,12.8,13.72,48.33,47.08,53.38,49.85,77.35,77.35\
6117,9,3,503800,9003503800,1338,0,129870,119124,17267,5968,26399515,25732555,3508,785,1863812,1853066,7.75,0,0.49,0.46,38.14,0,6.97,6.43\
6118,9,3,510500,9003510500,3215,1347,2754364,2735881,26956,11487,26426792,25665833,3458,1454,3647151,3628668,11.93,11.73,10.42,10.66,92.97,92.64,75.52,75.4\
6118,9,3,510600,9003510600,4936,2219,6118179,5971261,26956,11487,26426792,25665833,5007,2269,7124243,6839911,18.31,19.32,23.15,23.27,98.58,97.8,85.88,87.3\
6118,9,3,510700,9003510700,4961,2061,3368801,3368801,26956,11487,26426792,25665833,4961,2061,3368801,3368801,18.4,17.94,12.75,13.13,100,100,100,100\
6118,9,3,510800,9003510800,3143,1574,3413143,2834118,26956,11487,26426792,25665833,3143,1574,3413143,2834118,11.66,13.7,12.92,11.04,100,100,100,100\
6118,9,3,510900,9003510900,3680,1465,3198950,3198950,26956,11487,26426792,25665833,3680,1465,3198950,3198950,13.65,12.75,12.1,12.46,100,100,100,100\
6118,9,3,511000,9003511000,3415,1397,3361294,3361294,26956,11487,26426792,25665833,3415,1397,3361294,3361294,12.67,12.16,12.72,13.1,100,100,100,100\
6118,9,3,511100,9003511100,3592,1419,4151172,4134639,26956,11487,26426792,25665833,3592,1419,4151172,4134639,13.33,12.35,15.71,16.11,100,100,100,100\
6118,9,3,520302,9003520302,14,5,60889,60889,26956,11487,26426792,25665833,3877,2091,8856009,8154474,0.05,0.04,0.23,0.24,0.36,0.24,0.69,.75\
6119,9,3,496700,9003496700,3979,1701,1292395,1292395,15474,7067,5284985,5284985,3979,1701,1292395,1292395,25.71,24.07,24.45,24.45,100,100,100,100\
6119,9,3,496900,9003496900,5528,2746,1649828,1649828,15474,7067,5284985,5284985,6332,3122,2142754,2142754,35.72,38.86,31.22,31.22,87.3,87.96,77,77\
6119,9,3,497000,9003497000,2711,945,1296564,1296564,15474,7067,5284985,5284985,4342,1598,2407397,2407397,17.52,13.37,24.53,24.53,62.44,59.14,53.86,53.86\
6119,9,3,497100,9003497100,3256,1675,1046198,1046198,15474,7067,5284985,5284985,4070,2106,1340644,1340644,21.04,23.7,19.8,19.8,80,79.53,78.04,78.04\
6120,9,3,500700,9003500700,1095,0,5182628,4137786,12887,4893,10259435,9214593,1095,0,5182628,4137786,8.5,0,50.52,44.9,100,0,100,100\
6120,9,3,500900,9003500900,2124,791,503990,503990,12887,4893,10259435,9214593,2124,791,503990,503990,16.48,16.17,4.91,5.47,100,100,100,100\
6120,9,3,501200,9003501200,1769,773,544157,544157,12887,4893,10259435,9214593,2369,1054,731973,731973,13.73,15.8,5.3,5.91,74.67,73.34,74.34,74.34\
6120,9,3,501300,9003501300,1735,737,262251,262251,12887,4893,10259435,9214593,1735,737,262251,262251,13.46,15.06,2.56,2.85,100,100,100,100\
6120,9,3,501700,9003501700,1090,454,266739,266739,12887,4893,10259435,9214593,1318,534,297600,297600,8.46,9.28,2.6,2.89,82.7,85.02,89.63,89.63\
6120,9,3,501800,9003501800,2052,816,432477,432477,12887,4893,10259435,9214593,2863,1134,512932,512932,15.92,16.68,4.22,4.69,71.67,71.96,84.31,84.31\
6120,9,3,502100,9003502100,0,0,311997,311997,12887,4893,10259435,9214593,1852,1478,2614874,2300537,0,0,3.04,3.39,0,0,11.93,13.56\
6120,9,3,524400,9003524400,3022,1322,2713133,2713133,12887,4893,10259435,9214593,3057,1336,2748775,2748775,23.45,27.02,26.45,29.44,98.86,98.95,98.7,98.7\
6120,9,3,524600,9003524600,0,0,42063,42063,12887,4893,10259435,9214593,3311,1664,1284875,1284875,0,0,0.41,0.46,0,0,3.27,3.27\
6160,9,3,524600,9003524600,0,0,140568,140568,0,0,140568,140568,3311,1664,1284875,1284875,0,0,100,100,0,0,10.94,10.94\
6226,9,13,881500,9013881500,445,229,663659,655851,20114,7340,19023056,18729103,5946,2377,31925569,31748993,2.21,3.12,3.49,3.5,7.48,9.63,2.08,2.07\
6226,9,15,800300,9015800300,6430,1578,4374727,4333134,20114,7340,19023056,18729103,6430,1578,4374727,4333134,31.97,21.5,23,23.14,100,100,100,100\
6226,9,15,800400,9015800400,4040,1689,5865409,5832501,20114,7340,19023056,18729103,4040,1689,5865409,5832501,20.09,23.01,30.83,31.14,100,100,100,100\
6226,9,15,800500,9015800500,1408,567,4697241,4652299,20114,7340,19023056,18729103,7007,3026,58586926,56436966,7,7.72,24.69,24.84,20.09,18.74,8.02,8.24\
6226,9,15,800600,9015800600,4394,1701,1610299,1458744,20114,7340,19023056,18729103,4394,1701,1610299,1458744,21.85,23.17,8.46,7.79,100,100,100,100\
6226,9,15,800700,9015800700,3397,1576,1811721,1796574,20114,7340,19023056,18729103,3397,1576,1811721,1796574,16.89,21.47,9.52,9.59,100,100,100,100\
6231,9,13,526101,9013526101,4016,1538,41171094,40693812,4083,1562,41658346,41181064,4630,1766,43760852,43283570,98.36,98.46,98.83,98.82,86.74,87.09,94.08,94.02\
6231,9,13,526102,9013526102,67,24,487252,487252,4083,1562,41658346,41181064,5056,1801,52812664,52382774,1.64,1.54,1.17,1.18,1.33,1.33,0.92,.93\
6232,9,13,528100,9013528100,3297,1314,40636247,39996592,3297,1314,40636247,39996592,3303,1317,40648384,40008729,100,100,100,100,99.82,99.77,99.97,99.97\
6234,9,15,902500,9015902500,34,12,3936681,3936681,8244,3247,79673637,79282417,4247,1684,105098817,104451279,0.41,0.37,4.94,4.97,0.8,0.71,3.75,3.77\
6234,9,15,905100,9015905100,8210,3235,75736956,75345736,8244,3247,79673637,79282417,8210,3235,75736956,75345736,99.59,99.63,95.06,95.03,100,100,100,100\
6235,9,15,815000,9015815000,2257,965,50368365,50015880,2257,965,50368365,50015880,2305,988,50668996,50316511,100,100,100,100,97.92,97.67,99.41,99.4\
6237,9,13,850200,9013850200,7,3,503795,503795,5492,2311,57446831,55858842,6931,2964,49243908,47542559,0.13,0.13,0.88,0.9,0.1,0.1,1.02,1.06\
6237,9,13,860100,9013860100,5485,2308,56943036,55355047,5492,2311,57446831,55858842,5485,2308,56943036,55355047,99.87,99.87,99.12,99.1,100,100,100,100\
6238,9,13,850100,9013850100,5504,2135,49808574,49761254,12428,5096,98548687,96800018,5504,2135,49808574,49761254,44.29,41.9,50.54,51.41,100,100,100,100\
6238,9,13,850200,9013850200,6924,2961,48740113,47038764,12428,5096,98548687,96800018,6931,2964,49243908,47542559,55.71,58.1,49.46,48.59,99.9,99.9,98.98,98.94\
6239,9,15,904100,9015904100,3070,1220,38755106,38194781,11183,4817,60208378,58817022,7466,3005,97555086,95063047,27.45,25.33,64.37,64.94,41.12,40.6,39.73,40.18\
6239,9,15,904400,9015904400,1426,729,3084079,3084079,11183,4817,60208378,58817022,4085,2050,19648519,18782585,12.75,15.13,5.12,5.24,34.91,35.56,15.7,16.42\
6239,9,15,904500,9015904500,5819,2537,11941206,11267040,11183,4817,60208378,58817022,5819,2537,11941206,11267040,52.03,52.67,19.83,19.16,100,100,100,100\
6239,9,15,907100,9015907100,854,325,5955285,5851038,11183,4817,60208378,58817022,4413,1782,35258406,34312681,7.64,6.75,9.89,9.95,19.35,18.24,16.89,17.05\
6239,9,15,907200,9015907200,14,6,472702,420084,11183,4817,60208378,58817022,5506,2262,35433180,34907658,0.13,0.12,0.79,0.71,0.25,0.27,1.33,1.2\
6241,9,15,904100,9015904100,4336,1758,57638257,55964505,6650,2929,73604814,71065128,7466,3005,97555086,95063047,65.2,60.02,78.31,78.75,58.08,58.5,59.08,58.87\
6241,9,15,904400,9015904400,2314,1171,15966557,15100623,6650,2929,73604814,71065128,4085,2050,19648519,18782585,34.8,39.98,21.69,21.25,56.65,57.12,81.26,80.4\
6242,9,13,890201,9013890201,81,25,1997849,1900798,1408,635,68439386,67468035,3878,1645,126585314,122784624,5.75,3.94,2.92,2.82,2.09,1.52,1.58,1.55\
6242,9,15,902200,9015902200,1327,610,66441537,65567237,1408,635,68439386,67468035,1749,793,75796079,74904639,94.25,96.06,97.08,97.18,75.87,76.92,87.66,87.53\
6243,9,15,904100,9015904100,60,27,1161723,903761,60,27,1161723,903761,7466,3005,97555086,95063047,100,100,100,100,0.8,0.9,1.19,.95\
6247,9,15,820000,9015820000,1863,793,66041422,64988484,2841,1158,89203798,88112010,1863,793,66041422,64988484,65.58,68.48,74.03,73.76,100,100,100,100\
6247,9,15,825000,9015825000,978,365,23162376,23123526,2841,1158,89203798,88112010,1726,680,48389601,48257494,34.42,31.52,25.97,26.24,56.66,53.68,47.87,47.92\
6248,9,13,526101,9013526101,614,228,2589758,2589758,5603,2005,54915170,54485280,4630,1766,43760852,43283570,10.96,11.37,4.72,4.75,13.26,12.91,5.92,5.98\
6248,9,13,526102,9013526102,4989,1777,52325412,51895522,5603,2005,54915170,54485280,5056,1801,52812664,52382774,89.04,88.63,95.28,95.25,98.67,98.67,99.08,99.07\
6249,9,11,870100,9011870100,7308,3125,143099827,140113256,7308,3125,143099827,140113256,7308,3125,143099827,140113256,100,100,100,100,100,100,100,100\
6250,9,13,881100,9013881100,2094,878,31685129,29532507,4821,2008,46026134,43781464,4119,1715,60051523,57787416,43.43,43.73,68.84,67.45,50.84,51.2,52.76,51.11\
6250,9,13,881500,9013881500,2679,1107,14040374,13948326,4821,2008,46026134,43781464,5946,2377,31925569,31748993,55.57,55.13,30.51,31.86,45.06,46.57,43.98,43.93\
6250,9,15,815000,9015815000,48,23,300631,300631,4821,2008,46026134,43781464,2305,988,50668996,50316511,1,1.15,0.65,0.69,2.08,2.33,0.59,.6\
6254,9,11,712100,9011712100,1922,771,50681840,50476265,1922,771,50681840,50476265,1922,771,50681840,50476265,100,100,100,100,100,100,100,100\
6255,9,15,900100,9015900100,1015,412,17425119,17321432,4744,2060,60781388,58918134,4570,2016,72190233,69583443,21.4,20,28.67,29.4,22.21,20.44,24.14,24.89\
6255,9,15,900200,9015900200,3729,1648,43356269,41596702,4744,2060,60781388,58918134,4888,2155,53833726,51894343,78.6,80,71.33,70.6,76.29,76.47,80.54,80.16\
6256,9,15,800500,9015800500,2154,1023,20044352,19364911,2154,1023,20044352,19364911,7007,3026,58586926,56436966,100,100,100,100,30.74,33.81,34.21,34.31\
6259,9,15,902200,9015902200,285,110,7173764,7170296,4498,1782,108335900,107684894,1749,793,75796079,74904639,6.34,6.17,6.62,6.66,16.3,13.87,9.46,9.57\
6259,9,15,902500,9015902500,4213,1672,101162136,100514598,4498,1782,108335900,107684894,4247,1684,105098817,104451279,93.66,93.83,93.38,93.34,99.2,99.29,96.25,96.23\
6260,9,15,903100,9015903100,7193,3313,8722440,8596930,9510,4271,52042529,51760025,7240,3333,8749603,8624093,75.64,77.57,16.76,16.61,99.35,99.4,99.69,99.69\
6260,9,15,903200,9015903200,2317,958,43320089,43163095,9510,4271,52042529,51760025,2344,966,44120952,43963958,24.36,22.43,83.24,83.39,98.85,99.17,98.18,98.18\
6262,9,15,900200,9015900200,586,288,2549642,2467318,586,288,2549642,2467318,4888,2155,53833726,51894343,100,100,100,100,11.99,13.36,4.74,4.75\
6263,9,15,904400,9015904400,345,150,597883,597883,345,150,597883,597883,4085,2050,19648519,18782585,100,100,100,100,8.45,7.32,3.04,3.18\
6264,9,15,825000,9015825000,166,74,3749379,3749379,166,74,3749379,3749379,1726,680,48389601,48257494,100,100,100,100,9.62,10.88,7.75,7.77\
6266,9,15,800500,9015800500,495,207,2523797,2455634,495,207,2523797,2455634,7007,3026,58586926,56436966,100,100,100,100,7.06,6.84,4.31,4.35\
6268,9,13,881100,9013881100,2025,837,28366394,28254909,11481,3776,68423663,68064113,4119,1715,60051523,57787416,17.64,22.17,41.46,41.51,49.16,48.8,47.24,48.89\
6268,9,13,881200,9013881200,1053,103,500287,500287,11481,3776,68423663,68064113,10289,125,2300975,2272391,9.17,2.73,0.73,0.74,10.23,82.4,21.74,22.02\
6268,9,13,881300,9013881300,6174,1796,22408063,22236718,11481,3776,68423663,68064113,6189,1800,23874475,23703130,53.78,47.56,32.75,32.67,99.76,99.78,93.86,93.81\
6268,9,13,881500,9013881500,2229,1040,17148919,17072199,11481,3776,68423663,68064113,5946,2377,31925569,31748993,19.41,27.54,25.06,25.08,37.49,43.75,53.72,53.77\
6269,9,13,881200,9013881200,9236,22,1800688,1772104,9844,27,3339717,3311133,10289,125,2300975,2272391,93.82,81.48,53.92,53.52,89.77,17.6,78.26,77.98\
6269,9,13,881300,9013881300,15,4,1466412,1466412,9844,27,3339717,3311133,6189,1800,23874475,23703130,0.15,14.81,43.91,44.29,0.24,0.22,6.14,6.19\
6269,9,13,881500,9013881500,593,1,72617,72617,9844,27,3339717,3311133,5946,2377,31925569,31748993,6.02,3.7,2.17,2.19,9.97,0.04,0.23,.23\
6277,9,15,900100,9015900100,3555,1604,54765114,52262011,4140,1826,62129206,59550215,4570,2016,72190233,69583443,85.87,87.84,88.15,87.76,77.79,79.56,75.86,75.11\
6277,9,15,900200,9015900200,511,194,6536066,6460178,4140,1826,62129206,59550215,4888,2155,53833726,51894343,12.34,10.62,10.52,10.85,10.45,9,12.14,12.45\
6277,9,15,903100,9015903100,47,20,27163,27163,4140,1826,62129206,59550215,7240,3333,8749603,8624093,1.14,1.1,0.04,0.05,0.65,0.6,0.31,.31\
6277,9,15,903200,9015903200,27,8,800863,800863,4140,1826,62129206,59550215,2344,966,44120952,43963958,0.65,0.44,1.29,1.34,1.15,0.83,1.82,1.82\
6278,9,15,830100,9015830100,4317,1903,102225466,100392654,4454,1976,104406244,102559760,4317,1903,102225466,100392654,96.92,96.31,97.91,97.89,100,100,100,100\
6278,9,15,902200,9015902200,137,73,2180778,2167106,4454,1976,104406244,102559760,1749,793,75796079,74904639,3.08,3.69,2.09,2.11,7.83,9.21,2.88,2.89\
6279,9,13,840100,9013840100,6041,2637,86812809,86230314,6041,2637,86812809,86230314,6041,2637,86812809,86230314,100,100,100,100,100,100,100,100\
6280,9,15,800500,9015800500,2950,1229,31321536,29964122,3162,1322,39058548,37637994,7007,3026,58586926,56436966,93.3,92.97,80.19,79.61,42.1,40.61,53.46,53.09\
6280,9,15,825000,9015825000,212,93,7737012,7673872,3162,1322,39058548,37637994,1726,680,48389601,48257494,6.7,7.03,19.81,20.39,12.28,13.68,15.99,15.9\
6281,9,15,900200,9015900200,62,25,1391749,1370145,6930,3082,145782496,143591360,4888,2155,53833726,51894343,0.89,0.81,0.95,0.95,1.27,1.16,2.59,2.64\
6281,9,15,901100,9015901100,6868,3057,144390747,142221215,6930,3082,145782496,143591360,7964,3582,160141062,157070505,99.11,99.19,99.05,99.05,86.24,85.34,90.16,90.55\
6282,9,15,901100,9015901100,1096,525,15750315,14849290,1096,525,15750315,14849290,7964,3582,160141062,157070505,100,100,100,100,13.76,14.66,9.84,9.45\
6320,9,11,690300,9011690300,6280,2762,3685979,3685979,27617,11838,19485058,14325302,6280,2762,3685979,3685979,22.74,23.33,18.92,25.73,100,100,100,100\
6320,9,11,690400,9011690400,2055,829,489964,489964,27617,11838,19485058,14325302,2055,829,489964,489964,7.44,7,2.51,3.42,100,100,100,100\
6320,9,11,690500,9011690500,2827,1680,1366784,968711,27617,11838,19485058,14325302,2827,1680,1366784,968711,10.24,14.19,7.01,6.76,100,100,100,100\
6320,9,11,690700,9011690700,1295,584,1962096,1009240,27617,11838,19485058,14325302,1295,584,1962096,1009240,4.69,4.93,10.07,7.05,100,100,100,100\
6320,9,11,690800,9011690800,3345,1431,1237565,1237565,27617,11838,19485058,14325302,3345,1431,1237565,1237565,12.11,12.09,6.35,8.64,100,100,100,100\
6320,9,11,690900,9011690900,5156,2754,5907101,3229934,27617,11838,19485058,14325302,5156,2754,5907101,3229934,18.67,23.26,30.32,22.55,100,100,100,100\
6320,9,11,693600,9011693600,14,5,56304,56304,27617,11838,19485058,14325302,2805,1230,12703598,11203329,0.05,0.04,0.29,0.39,0.5,0.41,0.44,.5\
6320,9,11,870300,9011870300,6645,1793,4779265,3647605,27617,11838,19485058,14325302,6662,1800,5277007,3922085,24.06,15.15,24.53,25.46,99.74,99.61,90.57,93\
6330,9,11,711100,9011711100,2917,1221,35202851,33710924,3282,1367,48931350,47409306,2984,1248,35807213,34315286,88.88,89.32,71.94,71.11,97.75,97.84,98.31,98.24\
6330,9,15,825000,9015825000,365,146,13728499,13698382,3282,1367,48931350,47409306,1726,680,48389601,48257494,11.12,10.68,28.06,28.89,21.15,21.47,28.37,28.39\
6331,9,15,825000,9015825000,5,2,12335,12335,5137,2045,104152623,103468837,1726,680,48389601,48257494,0.1,0.1,0.01,0.01,0.29,0.29,0.03,.03\
6331,9,15,906100,9015906100,5132,2043,104140288,103456502,5137,2045,104152623,103468837,5132,2043,104140288,103456502,99.9,99.9,99.99,99.99,100,100,100,100\
6332,9,15,907100,9015907100,258,110,1202192,1190715,258,110,1202192,1190715,4413,1782,35258406,34312681,100,100,100,100,5.85,6.17,3.41,3.47\
6333,9,11,716101,9011716101,1348,471,19738176,19590715,6607,2505,62316681,60660513,6109,1714,29251790,28653113,20.4,18.8,31.67,32.3,22.07,27.48,67.48,68.37\
6333,9,11,716102,9011716102,5073,1931,41827002,40534538,6607,2505,62316681,60660513,5073,1931,41827002,40534538,76.78,77.09,67.12,66.82,100,100,100,100\
6333,9,11,870701,9011870701,186,103,751503,535260,6607,2505,62316681,60660513,2156,1072,7055259,6462343,2.82,4.11,1.21,0.88,8.63,9.61,10.65,8.28\
6334,9,11,696200,9011696200,49,18,78249,78249,2592,1039,50917840,50196968,4813,2237,27712752,27258313,1.89,1.73,0.15,0.16,1.02,0.8,0.28,.29\
6334,9,11,713100,9011713100,2543,1021,50839591,50118719,2592,1039,50917840,50196968,2627,1059,52431442,51708108,98.11,98.27,99.85,99.84,96.8,96.41,96.96,96.93\
6335,9,11,701100,9011701100,108,48,1243093,1243093,6729,2652,31022934,28068897,7691,3089,70892922,69537726,1.6,1.81,4.01,4.43,1.4,1.55,1.75,1.79\
6335,9,11,701200,9011701200,6621,2604,29779841,26825804,6729,2652,31022934,28068897,7356,2890,31310266,28279340,98.4,98.19,95.99,95.57,90.01,90.1,95.11,94.86\
6336,9,11,713100,9011713100,84,38,1591851,1589389,84,38,1591851,1589389,2627,1059,52431442,51708108,100,100,100,100,3.2,3.59,3.04,3.07\
6339,9,11,701100,9011701100,7567,3033,69578840,68223644,8302,3319,71109265,69677180,7691,3089,70892922,69537726,91.15,91.38,97.85,97.91,98.39,98.19,98.15,98.11\
6339,9,11,701200,9011701200,735,286,1530425,1453536,8302,3319,71109265,69677180,7356,2890,31310266,28279340,8.85,8.62,2.15,2.09,9.99,9.9,4.89,5.14\
6340,9,11,702100,9011702100,821,369,10697069,10054068,31242,14010,73033744,59092210,4496,1906,23039576,22150365,2.63,2.63,14.65,17.01,18.26,19.36,46.43,45.39\
6340,9,11,702300,9011702300,2163,798,3415265,2445840,31242,14010,73033744,59092210,2163,798,3415265,2445840,6.92,5.7,4.68,4.14,100,100,100,100\
6340,9,11,702400,9011702400,3527,1888,3335835,2862992,31242,14010,73033744,59092210,3527,1888,3335835,2862992,11.29,13.48,4.57,4.84,100,100,100,100\
6340,9,11,702500,9011702500,4748,2245,3232646,2680173,31242,14010,73033744,59092210,4748,2245,3232646,2680173,15.2,16.02,4.43,4.54,100,100,100,100\
6340,9,11,702600,9011702600,2114,575,4835673,2443714,31242,14010,73033744,59092210,2114,575,4835673,2443714,6.77,4.1,6.62,4.14,100,100,100,100\
6340,9,11,702700,9011702700,4946,2945,9133521,8187340,31242,14010,73033744,59092210,4946,2945,9133521,8187340,15.83,21.02,12.51,13.86,100,100,100,100\
6340,9,11,702800,9011702800,2818,1181,8723139,8165150,31242,14010,73033744,59092210,4079,1680,12844674,12262821,9.02,8.43,11.94,13.82,69.09,70.3,67.91,66.58\
6340,9,11,702900,9011702900,2451,1648,13931394,7659764,31242,14010,73033744,59092210,2473,1657,13966159,7694529,7.85,11.76,19.08,12.96,99.11,99.46,99.75,99.55\
6340,9,11,870200,9011870200,5557,2351,12532314,12166318,31242,14010,73033744,59092210,5557,2351,12532314,12166318,17.79,16.78,17.16,20.59,100,100,100,100\
6340,9,11,980000,9011980000,2097,10,3196888,2426851,31242,14010,73033744,59092210,2097,10,3196888,2426851,6.71,0.07,4.38,4.11,100,100,100,100\
6350,9,11,711100,9011711100,67,27,604362,604362,67,27,604362,604362,2984,1248,35807213,34315286,100,100,100,100,2.25,2.16,1.69,1.76\
6351,9,11,700100,9011700100,6,3,528,528,16301,6854,141854378,134706676,4726,2019,82209338,79810974,0.04,0.04,0,0,0.13,0.15,0,0\
6351,9,11,708100,9011708100,6,3,2633625,2633625,16301,6854,141854378,134706676,2603,1127,103060987,100908154,0.04,0.04,1.86,1.96,0.23,0.27,2.56,2.61\
6351,9,11,709100,9011709100,6322,2538,81993584,77087950,16301,6854,141854378,134706676,6322,2538,81993584,77087950,38.78,37.03,57.8,57.23,100,100,100,100\
6351,9,11,709200,9011709200,5629,2580,14007568,12801605,16301,6854,141854378,134706676,5629,2580,14007568,12801605,34.53,37.64,9.87,9.5,100,100,100,100\
6351,9,11,710100,9011710100,4338,1730,43219073,42182968,16301,6854,141854378,134706676,4338,1730,43219073,42182968,26.61,25.24,30.47,31.31,100,100,100,100\
6353,9,11,695201,9011695201,162,90,972662,579882,162,90,972662,579882,5266,2258,42506975,41694271,100,100,100,100,3.08,3.99,2.29,1.39\
6354,9,15,907100,9015907100,556,219,3995791,3995791,6141,2524,53927102,53412083,4413,1782,35258406,34312681,9.05,8.68,7.41,7.48,12.6,12.29,11.33,11.65\
6354,9,15,907200,9015907200,5095,2126,29720266,29247362,6141,2524,53927102,53412083,5506,2262,35433180,34907658,82.97,84.23,55.11,54.76,92.54,93.99,83.88,83.78\
6354,9,15,907300,9015907300,42,12,1728614,1728614,6141,2524,53927102,53412083,5486,2185,40632843,40490183,0.68,0.48,3.21,3.24,0.77,0.55,4.25,4.27\
6354,9,15,908100,9015908100,448,167,18482431,18440316,6141,2524,53927102,53412083,3830,1511,70671197,70499676,7.3,6.62,34.27,34.52,11.7,11.05,26.15,26.16\
6355,9,11,702100,9011702100,3675,1537,12342507,12096297,12985,6246,42733996,36411555,4496,1906,23039576,22150365,28.3,24.61,28.88,33.22,81.74,80.64,53.57,54.61\
6355,9,11,702800,9011702800,1261,499,4121535,4097671,12985,6246,42733996,36411555,4079,1680,12844674,12262821,9.71,7.99,9.64,11.25,30.91,29.7,32.09,33.42\
6355,9,11,702900,9011702900,22,9,34765,34765,12985,6246,42733996,36411555,2473,1657,13966159,7694529,0.17,0.14,0.08,0.1,0.89,0.54,0.25,.45\
6355,9,11,703000,9011703000,3919,1931,7722017,6218085,12985,6246,42733996,36411555,3919,1931,7722017,6218085,30.18,30.92,18.07,17.08,100,100,100,100\
6355,9,11,705300,9011705300,3379,1881,13835744,9580278,12985,6246,42733996,36411555,3540,2032,16413995,11416757,26.02,30.12,32.38,26.31,95.45,92.57,84.29,83.91\
6355,9,11,705400,9011705400,729,389,4677428,4384459,12985,6246,42733996,36411555,2884,1268,39393972,39000848,5.61,6.23,10.95,12.04,25.28,30.68,11.87,11.24\
6357,9,11,716101,9011716101,4761,1243,9513614,9062398,12552,5953,33924331,27389420,6109,1714,29251790,28653113,37.93,20.88,28.04,33.09,77.93,72.52,32.52,31.63\
6357,9,11,870701,9011870701,1970,969,6303756,5927083,12552,5953,33924331,27389420,2156,1072,7055259,6462343,15.69,16.28,18.58,21.64,91.37,90.39,89.35,91.72\
6357,9,11,870703,9011870703,1749,1057,7729597,5659628,12552,5953,33924331,27389420,1749,1057,7729597,5659628,13.93,17.76,22.78,20.66,100,100,100,100\
